Year of last filed report / Année de déclaration la plus récente,NPRI ID / ID INRP,Company Name / Raison Sociale,Facility Name / Nom de l'installation,Address line 1 / Première ligne d’adresse,Address line 2 / Deuxième ligne d’adresse,City / Ville,Province / Province,Postal Code / Code postal,Physical Land Survey Description / Description de l'arpentage,National Topographical Description / Description topographique nationale,Latitude / Latitude,Longitude / Longitude,Datum / Datum,NAICS / Code SCIAN,Key Industrial Sector Code / Code des Secteurs industriels clés,Key Industrial Sector (English) / Secteurs industriels clés (Anglais),Key Industrial Sector (French) / Secteurs industriels clés (Français),Census Division (CD) Unique ID / No unique de la Division de recensement (DR),Census Division (CD) Name / Nom de la Division de recensement (DR),Census Sub Division (CSD) Unique ID / No unique de la Subdivision de recensement (SDR),Census Sub Division (CSD) Name / Nom de la Subdivision de recensement (SDR),Census Metropolitan Area (CMA) Unique ID / No unique de la Région métropolitaine de recensement (RMR),Census Metropolitan Area (CMA) Name / Nom de la Région métropolitaine de recensement (RMR),Economic Region (ER) Unique ID / No unique de la Région économique (RE),Economic Region (ER) Name / Nom de la Région économique (RE),Forward Sortation Area (FSA) / Région de tri d'acheminement (RTA),Ecozone Unique ID / No unique de l’écozone,English Ecozone Name / Nom anglais de l’écozone,French Ecozone Name / Nom français de l’écozone,Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC),Major Drainage Area English Name / Nom anglais de l’aire de drainage principale ,Major Drainage Area French Name / Nom français de l’aire de drainage principale ,Sulphur Oxide Management Area (SOMA) / Zone de gestion des oxydes de soufre (ZGOS),Ontario Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) de l'Ontario,Quebec Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) du Québec,Quebec City-Windsor Corridor / Corridor Québec-Windsor
2016,7328,University of Guelph,Guelph Campus,50 Stone Road,,Guelph,ON,N1G2W1,,,43.53,-80.22,1983,611310,11,Other (Except Manufacturing),Autres (sauf fabrication),3523,Wellington,3523008,Guelph,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,7329,MAPLE LEAF CONSUMER FOODS INC.,COLD SPRINGS FARM,149 Brock Street,,Thamesford,ON,N0M2M0,,,43.05,-80.99,1983,311615,6,Other Manufacturing,Autres fabrication,3532,Oxford,3532027,Zorra,,,3560,London,N0M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,7330,SIGMA STRECH FILM OF CANADA CO.,SIGMA STRETCH FILM OF CANADA - BELLEVILLE,219 Jamieson Bone Road,,Belleville,ON,K8N5A5,,,44.19,-77.36,1983,326114,13,Plastics and Rubber,Plastiques et caoutchouc,3512,Hastings,3512005,Belleville,522,Belleville,3515,Kingston--Pembroke,K8N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2010,7331,GRAHAM BROS. CONSTRUCTION LTD.,CLARENCE STREET PLANT,290 Clarence Street,,Brampton,ON,L6W1T4,,,43.69,-79.73,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,7334,QUALITY MEAT PACKERS LIMITED.,QUALITY MEAT PACKERS LTD.,Suite 1 - 2  Tecumseth Street,,Toronto,ON,M5V2R5,,,43.64,-79.4,1983,311611,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M5V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,7338,CRUICKSHANK CONSTRUCTION,ELGINBURG QUARRY & ASPHALT PLANT,2357 Unity Road,,Kingston,ON,,,,44.31,-76.56,1983,212315,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3510,Frontenac,3510010,Kingston,521,Kingston,3515,Kingston--Pembroke,K7L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7340,Fort Dearborn Company,Fort Dearborn Company,128 Oak Street West,,Leamington,ON,N8H 2B6,,,42.04,-82.61,1983,323119,6,Other Manufacturing,Autres fabrication,3537,Essex,3537003,Leamington,557,Leamington,3570,Windsor--Sarnia,N8H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,7341,BASF Metasheen,METASHEEN,2 Air Care Drive,,Smiths Falls,ON,K7A5C7,,,44.89,-75.99,1983,325510,3,Chemicals,Produits chimiques,3509,Lanark,3509004,Smiths Falls,,,3510,Ottawa,K7A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7342,Mars Canada Inc.,"MARS CANADA INC., NEWMARKET",285 Harry Walker Parkway,,Newmarket,ON,L3Y7B3,,,44.07,-79.42,1983,311352,6,Other Manufacturing,Autres fabrication,3519,York,3519048,Newmarket,535,Toronto,3530,Toronto,L3Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7343,THE GIBBARD FURNITURE SHOPS,THE GIBBARD FURNITURE SHOPS LTD.,88  Dundas Street East,,Napanee,ON,K7R3L7,,,44.24,-76.94,1983,,6,Other Manufacturing,Autres fabrication,3511,Lennox and Addington,3511015,Greater Napanee,,,3515,Kingston--Pembroke,K7R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7344,Teknaform Inc.,Teknaform Inc. - 4 Simpson,4 Simpson Road,,Bolton,ON,L7E1G9,,,43.86,-79.72,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3521,Peel,3521024,Caledon,535,Toronto,3530,Toronto,L7E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7345,Massilly North America Inc.,MASSILLY NORTH AMERICA INC. CAP PLANT,406 Elgin Street,,Brantford,ON,N3S7P6,,,43.15,-80.22,1983,332118,6,Other Manufacturing,Autres fabrication,3529,Brant,3529006,Brantford,543,Brantford,3550,Hamilton--Niagara Peninsula,N3S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7346,THE FOAM & FIBRE COMPANY,NUGGET AVE,235  NUGGET Avenue,#3-6,SCARBOROUGH,ON,M1S3L3,,,43.79,-79.25,1983,,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M1S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7347,K+S Windsor Salt Ltd.,Ojibway Mine,200 Morton Drive,,Windsor,ON,N9J3W9,,,42.25,-83.1,1983,212393,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3537,Essex,3537034,LaSalle,559,Windsor,3570,Windsor--Sarnia,N9C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7349,597401 Ontario Ltd.,Leysons Chemical Products,1366 Sandhill Drive,,Ancaster,ON,L9G4V5,,,43.19,-80.02,1983,325610,3,Chemicals,Produits chimiques,3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L0R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7350,"Pittsburgh Glass Works, ULC","Pittsburgh Glass Works, ULC - Alliston",222 Church Street South,,Alliston,ON,L9R1W1,Wisconsin,,44.14,-79.86,1983,327215,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3543,Simcoe,3543007,New Tecumseth,535,Toronto,3540,Kitchener--Waterloo--Barrie,L9R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7351,CEEL Ltd.,CEEL Ltd.,85 Stafford Drive,,Brampton,ON,L6W1L3,,,43.68,-79.73,1983,332810,6,Other Manufacturing,Autres fabrication,3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7352,Active Metal Finishing Co. Ltd.,ACTIVE METAL FINISHING,43 Advance Road,,Toronto,ON,M8Z2S6,,,43.63,-79.52,1983,332810,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M8Z,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7353,Hiram Walker & Sons Ltd.,Walkerville,2072 Riverside Drive East,,Windsor,ON,N8Y4S5,,,42.32,-83,1983,312140,6,Other Manufacturing,Autres fabrication,3537,Essex,3537039,Windsor,559,Windsor,3570,Windsor--Sarnia,N8Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7354,Hiram Walker & Sons Ltd.,Pike Creek,156 Pike Creek Road East,,Maidstone Township,ON,N8N3R9,,,42.28,-82.83,1983,493190,11,Other (Except Manufacturing),Autres (sauf fabrication),3537,Essex,3537064,Lakeshore,559,Windsor,3570,Windsor--Sarnia,N8N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7355,Jones Feed Mills Ltd.,Heidelberg,2755 Lobsinger Line,,Heidelberg,ON,N0B2M0,,,43.52,-80.61,1983,311119,6,Other Manufacturing,Autres fabrication,3530,Waterloo,3530035,Woolwich,541,Kitchener - Cambridge - Waterloo,3540,Kitchener--Waterloo--Barrie,N0B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7356,Jones Feed Mills Ltd.,Linwood,1024 Alfred Street,,Linwwod,ON,N0B2A0,,,43.57,-80.72,1983,311119,6,Other Manufacturing,Autres fabrication,3530,Waterloo,3530027,Wellesley,,,3540,Kitchener--Waterloo--Barrie,N0B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7357,Raytheon Canada Limited,Raytheon ELCAN Optical Technologies,450 Leitz Avenue,,Midland,ON,L4R5B8,,,44.74,-79.87,1983,333310,6,Other Manufacturing,Autres fabrication,3543,Simcoe,3543074,Midland,571,Midland,3540,Kitchener--Waterloo--Barrie,L4R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,7358,BA INTERNATIONAL INC.,BA INTERNATIONAL,975 Gladstone Avenue,,Ottawa,ON,K1Y4W5,,,45.4,-75.71,1983,323119,6,Other Manufacturing,Autres fabrication,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7360,King Packaged Materials Co.,Oak Park,541 Oak Park Road,,Brantford,ON,N3T5L8,,,43.17,-80.34,1983,327320,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3529,Brant,3529006,Brantford,543,Brantford,3550,Hamilton--Niagara Peninsula,N3T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7361,King Packaged Materials Co.,King Fabrication - Dowling,644 Simmons Road,,Dowling,ON,P0M 1R0,,,46.57,-81.37,1983,332319,6,Other Manufacturing,Autres fabrication,3553,Greater Sudbury / Grand Sudbury,3553005,Greater Sudbury / Grand Sudbury,580,Greater Sudbury / Grand Sudbury,3590,Northeast / Nord-est,P0M,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2016,7363,CBM Aggregates,Aberfoyle Main Pit,7366 mclean rd Road,,aberfoyle,ON,n3c2v4,,,43.45,-80.15,1983,212323,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3523,Wellington,3523001,Puslinch,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7364,CBM Aggregates,McNally Pit,4350 concession 7 Concession,,puslinch,ON,n3c2v4,,,43.44,-80.16,1983,212323,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3523,Wellington,3523001,Puslinch,550,Guelph,3540,Kitchener--Waterloo--Barrie,N3C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7365,Walters Inc.,HAMILTON PLANT,1318 Rymal Road East,,Hamilton,ON,L8W3N1,,,43.18,-79.83,1983,332999,6,Other Manufacturing,Autres fabrication,3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7366,Walters Inc.,Princeton Plant,30 Brentwood Drive,,Princeton,ON,N0J1B0,,,43.13,-80.51,1983,332999,6,Other Manufacturing,Autres fabrication,3529,Brant,3529005,Brant,543,Brantford,3550,Hamilton--Niagara Peninsula,N0J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7369,North American Palladium Limited,Lac Des Iles Mine Ltd.,,,Thunder Bay,ON,,,,49.15,-89.61,1983,212299,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3558,Thunder Bay,3558090,"Thunder Bay, Unorganized",,,3595,Northwest / Nord-ouest,P7B,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,0,0,0,0
2016,7371,City of Toronto,Keele Valley Landfill,1 McNaughton Road,,Maple,ON,L6A1S5,,,43.86,-79.49,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L6A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7372,WALLCROWN LIMITED,WALLCROWN,88  Ronson Drive,,Rexdale,ON,M9W1B9,,,43.69,-79.56,1983,323119,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,7373,ALCAST TECHNOLOGIES LTD.,ALCAST TECHNOLOGIES LTD.,Alcast Technologies Ltd.,,Hamilton,ON,L8E3A2,,,43.23,-79.75,1983,331529,7,Metals (Except Aluminum and Iron and Steel),Métaux (sauf aluminium et fer et acier),3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2013,7375,INTERFOREST LTD.,DURHAM,402725 4 Highway,,Durham,ON,N0G1R0,,,44.18,-80.84,1983,321211,19,Wood Products,Produits en bois,3542,Grey,3542004,West Grey,,,3580,Stratford--Bruce Peninsula,N0G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7376,Regional Municipality of Durham,Harmony Creek WPCP,CA1-019-001 - 785 Colonel Sam Drive,,Oshawa,ON,L1H8S2,,,43.87,-78.82,1983,221320,18,Water and Wastewater Systems,Systèmes d'eau et des eaux usées,3518,Durham,3518013,Oshawa,532,Oshawa,3530,Toronto,L1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7377,Primo Foods Inc.,Huxley Facility,56 Huxley Road,,Toronto,ON,M9M1H2,,,43.72,-79.52,1983,311990,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2010,7388,"OTTAWA CITIZEN GROUP INC., A DIVISION OF POSTMEDIA NETWORK I",OTTAWA CITIZEN,1101 Baxter Road,,Ottawa,ON,K2C3M4,,,45.35,-75.78,1983,323119,6,Other Manufacturing,Autres fabrication,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K2C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,7389,PRESCOTT FINISHING INC.,PRESCOTT FINISHING INC.,823 Walker Street,,Prescott,ON,K0E1T0,,,44.71,-75.52,1983,313310,6,Other Manufacturing,Autres fabrication,3507,Leeds and Grenville,3507008,Prescott,,,3510,Ottawa,K0E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7392,Campbell Co. of Canada,PLANT 051 - Toronto,60 Birmingham Street,,Etobicoke,ON,M8V2B8,,,43.6,-79.5,1983,311410,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M8V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7394,IFASTGROUPE,INGERSOLL FASTENERS,390  THOMAS Street,,Ingersoll,ON,N5C3K3,,,43.02,-80.89,1983,332720,6,Other Manufacturing,Autres fabrication,3532,Oxford,3532018,Ingersoll,533,Ingersoll,3560,London,N5C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2012,7395,PEMCO INC.,JULIEN STREET - PLANT1,327 Julien Street,,Pembroke,ON,K8A7M5,,,45.81,-77.12,1983,332311,6,Other Manufacturing,Autres fabrication,3547,Renfrew,3547064,Pembroke,515,Pembroke,3515,Kingston--Pembroke,K8A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7396,Progressive Waste Solutions,Ridge Landfill,20262 Erieau Road,,Blenheim,ON,N0P1A0,,,42.31,-82.05,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3536,Chatham-Kent,3536020,Chatham-Kent,556,Chatham-Kent,3570,Windsor--Sarnia,N0P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,7397,Waste Management of Canada Corporation,Lasalle Landfill,801 Lasalle Line,,Sarnia,ON,N7T7W1,,,42.9,-82.39,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3538,Lambton,3538003,St. Clair,562,Sarnia,3570,Windsor--Sarnia,N0N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7398,Waste Management of Canada Corporation,Richmond Landfill,1271 Beechwood Road,,Napanee,ON,K7R3K8,,,44.26,-77.06,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3511,Lennox and Addington,3511015,Greater Napanee,,,3515,Kingston--Pembroke,K0K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7399,Waste Management of Canada Corporation,Ottawa Landfill,2301 Carp Road,,Ottawa,ON,K0A1L0,,,45.28,-75.96,1983,562210,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K0A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,7400,GAZZOLA PAVING LTD.,GAZZOLA PAVING,345 Attwell Drive,,Toronto,ON,M9W5H2,,,43.7,-79.59,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7402,Canadian Liquids Processors Ltd.,CANADIAN LIQUIDS PROCESSORS,15 Biggar Avenue,,Hamilton,ON,L8L3Z3,,,43.26,-79.83,1983,562920,17,Waste Treatment and Disposal,Traitement et élimination des déchets,3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7403,Omya Canada inc,Tatlock Quarry,177 McIllraith Road,,Tatlock,ON,K0A1P0,,,45.18,-76.8,1983,212316,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3510,Frontenac,3510045,North Frontenac,,,3515,Kingston--Pembroke,K0H,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7406,County of Oxford,Woodstock Wastewater Treatment Plant,195 Admiral Street,,Woodstock,ON,N4S7Y3,,,43.13,-80.77,1983,221320,18,Water and Wastewater Systems,Systèmes d'eau et des eaux usées,3532,Oxford,3532042,Woodstock,544,Woodstock,3560,London,N4S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7407,Roctel Manufacturing Ltd.,ROCTEL MANUFACTURING,415 Elmira Road,,Guelph,ON,N1K1H3,,,43.53,-80.3,1983,336350,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3523,Wellington,3523008,Guelph,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7410,Paris Kitchens,PARIS KITCHENS,23 Railway Street,,Paris,ON,N3L2Z6,,,43.19,-80.4,1983,337110,6,Other Manufacturing,Autres fabrication,3529,Brant,3529005,Brant,543,Brantford,3550,Hamilton--Niagara Peninsula,N3L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,7412,King Paving & Materials Co,"Howard Road Plant, Burlington",1077 Howard Road,,Burlington,ON,L7R3X5,,,43.3,-79.85,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3524,Halton,3524002,Burlington,537,Hamilton,3550,Hamilton--Niagara Peninsula,L7T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7413,City of Brockville (Corporation of the),Water Pollution Control Centre,1807 County Rd #2 Road East,,Brockville,ON,K6V 5T1,,,44.6,-75.66,1983,221320,18,Water and Wastewater Systems,Systèmes d'eau et des eaux usées,3507,Leeds and Grenville,3507014,Elizabethtown-Kitley,512,Brockville,3510,Ottawa,K6V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,7414,Infinity Rubber Technology Group,Infinity Rubber - Toronto Plant,170 North Queen Street,,Toronto,ON,M9C 1A8,,,43.61,-79.55,1983,326290,13,Plastics and Rubber,Plastiques et caoutchouc,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,7415,General Mills Canada,GENERAL MILLS - Midland,111 Pillsbury Drive,,Midland,ON,L4R4C4,,,44.74,-79.85,1983,311410,6,Other Manufacturing,Autres fabrication,3543,Simcoe,3543074,Midland,571,Midland,3540,Kitchener--Waterloo--Barrie,L4R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7416,Dunn Paper,Dunn Paper,45 Merritt Street,,St. Catharines,ON,L2T1J4,,,43.13,-79.2,1983,322121,14,Pulp and Paper,Pâte à papier et papier,3526,Niagara,3526053,St. Catharines,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7418,Harsco Inc.,GERDAU AMERISTEEL - WHITBY (FORMERLY PLT 66),1801 Hopkins Street South,,Whitby,ON,L1N5T1,,,43.85,-78.91,1983,327990,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3518,Durham,3518009,Whitby,532,Oshawa,3530,Toronto,L1N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,7419,Packaging Technologies (1991),PACKAGING TECHNOLOGIES (1991) INC.,310 Courtland Avenue,,Concord,ON,L4K4Y6,,,43.81,-79.54,1983,323119,6,Other Manufacturing,Autres fabrication,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2010,7421,"FORD MOTOR COMPANY OF CANADA, LIMITED",WINDSOR POWERHOUSE,3150 Wyandotte Street,,Windsor,ON,N8Y1E7,,,42.32,-82.99,1983,336310,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3537,Essex,3537039,Windsor,559,Windsor,3570,Windsor--Sarnia,N8Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,7424,GREAT WEST TIMBER INC,GWT,P.O. Box 10670 (mailing),137 Clavet Street (site),Thunder Bay,ON,P7B5G6,,,48.44,-89.2,1983,,19,Wood Products,Produits en bois,3558,Thunder Bay,3558004,Thunder Bay,595,Thunder Bay,3595,Northwest / Nord-ouest,P7A,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,0,0,0,0
